filename,testDescription,Conformance,DELETE /api/v1/namespaces/{namespace}/pods,DELETE /api/v1/namespaces/{namespace}/pods/{name},DELETE /api/v1/namespaces/{namespace}/pods/{name}/proxy,DELETE /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},GET /api/v1/namespaces/{namespace}/pods,GET /api/v1/namespaces/{namespace}/pods/{name},GET /api/v1/namespaces/{namespace}/pods/{name}/log,GET /api/v1/namespaces/{namespace}/pods/{name}/portforward,GET /api/v1/namespaces/{namespace}/pods/{name}/proxy,GET /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},GET /api/v1/namespaces/{namespace}/pods/{name}/status,GET /api/v1/pods,GET /api/v1/watch/namespaces/{namespace}/pods,GET /api/v1/watch/namespaces/{namespace}/pods/{name},GET /api/v1/watch/pods,PATCH /api/v1/namespaces/{namespace}/pods/{name},PATCH /api/v1/namespaces/{namespace}/pods/{name}/status,POST /api/v1/namespaces/{namespace}/pods,POST /api/v1/namespaces/{namespace}/pods/{name}/eviction,POST /api/v1/namespaces/{namespace}/pods/{name}/portforward,POST /api/v1/namespaces/{namespace}/pods/{name}/proxy,POST /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},PUT /api/v1/namespaces/{namespace}/pods/{name},PUT /api/v1/namespaces/{namespace}/pods/{name}/proxy,PUT /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},PUT /api/v1/namespaces/{namespace}/pods/{name}/status
res_353.tmp,[sig-network] ESIPP [Slow] [DisabledForLargeClusters]   should handle updates to ExternalTrafficPolicy field,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_356.tmp,[sig-storage] EmptyDir volumes   should support (non-root0777tmpfs) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_358.tmp,[sig-storage] Projected   should project all components that make up the projection API [Projection] [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y
res_357.tmp,[sig-apps] StatefulSet [k8s.io] Basic StatefulSet functionality [StatefulSetBasic]   should not deadlock when a pod's predecessor fails,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_359.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner Default   should create and delete default persistent volumes [Slow],,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_360.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] Set fsGroup for local volume   should not set different fsGroups for two pods simultaneously,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_36.tmp,[sig-auth] Certificates API   should support building a client with a CSR,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_361.tmp,[sig-apps] CronJob   should schedule multiple jobs concurrently,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_363.tmp,[k8s.io] [sig-node] Pods Extended [k8s.io] Pods Set QOS Class   should be submitted and removed  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_362.tmp,[sig-storage] PersistentVolumes-local  Local volume provisioner [Serial]   should discover dynamicly created local persistent volume mountpoint in discovery directory,,Y,Y,,,Y,Y,,,,,,,,,,Y,,Y,,,,,,,,Y
res_365.tmp,[sig-storage] Projected   should be consumable from pods in volume with defaultMode set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_366.tmp,[sig-storage] EmptyDir volumes   should support (non-root0777default) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_364.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] Two pods mounting a local volume at the same time   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_367.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support readOnly directory specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_369.tmp,[sig-storage] [Serial] Volume metrics   should create volume metrics with the correct PVC ref,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_37.tmp,[k8s.io] [sig-node] SSH   should SSH to all nodes and run commands,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_368.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-bindmounted] Two pods mounting a local volume at the same time   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_370.tmp,[sig-storage] PersistentVolumes-local  [Volume type: gce-localssd-scsi-fs] [Serial] Set fsGroup for local volume   should set different fsGroup for second pod if first pod is deleted,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_372.tmp,[sig-auth] PodSecurityPolicy   should forbid pod creation when no PSP is available,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_371.tmp,[sig-storage] Subpath [Volume type: gluster]   should fail if subpath directory is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_374.tmp,[sig-apps] Deployment   RollingUpdateDeployment should delete old pods and create new ones,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_375.tmp,[sig-apps] Network Partition [Disruptive] [Slow] [k8s.io] Pods should return to running and ready state after network partition is healed   All pods on the unreachable node should be marked as NotReady upon the node turn NotReady AND all pods should be mark back to Ready when the node get back to Ready before pod eviction timeout,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_373.tmp,[sig-network] Services   should work after restarting kube-proxy [Disruptive],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_351.tmp,[sig-storage] PersistentVolumes-local  Stress with local volume provisioner [Serial]   should use be able to process many pods and reuse local volumes,,Y,Y,,,Y,Y,,,,,,,Y,,Y,Y,,Y,,,,,,,,Y
res_376.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should support readOnly directory specified in the volumeSource,,Y,Y,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_378.tmp,[sig-storage] EmptyDir volumes when FSGroup is specified   files with FSGroup ownership should support (root0644tmpfs),,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_379.tmp,[sig-apps] Job   should exceed backoffLimit,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_377.tmp,[sig-network] ESIPP [Slow] [DisabledForLargeClusters]   should work for type=LoadBalancer,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_380.tmp,[sig-storage] EmptyDir volumes when FSGroup is specified   volume on tmpfs should have the correct mode using FSGroup,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_381.tmp,[sig-scheduling] ResourceQuota   should create a ResourceQuota and ensure its status is promptly calculated.,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_382.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should support readOnly directory specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_38.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support file as subpath,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_383.tmp,[sig-api-machinery] Servers with support for API chunking   should return chunks of results for list calls,,Y,,,,Y,Y,,,,,,,Y,,Y,,,,,,,,,,,
res_384.tmp,[sig-storage] PersistentVolumes-local  [Volume type: tmpfs] One pod requesting one prebound PVC   should be able to mount volume and write from pod1,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_385.tmp,[sig-apps] Deployment   deployment reaping should cascade to its replica sets and pods,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_388.tmp,[sig-storage] Projected   optional updates should be reflected in volume [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_387.tmp,[sig-scheduling] Rescheduler [Serial]   should ensure that critical pod is scheduled in case there is no resources available,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_386.tmp,[sig-storage] GCP Volumes GlusterFS   should be mountable,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_389.tmp,[sig-network] Services   should be able to switch session affinity for NodePort service,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_39.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link-bindmounted] Set fsGroup for local volume   should set same fsGroup for two pods simultaneously,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_390.tmp,[sig-storage] Projected   should provide node allocatable (memory) as default memory limit if the limit is not set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_392.tmp,[sig-apps] DisruptionController   should create a PodDisruptionBudget,,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,,,,,
res_393.tmp,[sig-api-machinery] Downward API   should provide pod UID as env vars  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_391.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] Two pods mounting a local volume one after the other   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_395.tmp,[k8s.io] [sig-node] AppArmor load AppArmor profiles   should enforce an AppArmor profile,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_394.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl create quota   should create a quota with scopes,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_397.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] One pod requesting one prebound PVC   should be able to mount volume and read from pod1,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_396.tmp,[sig-storage] Pod Disks detach in a disrupted environment [Slow] [Disruptive]   when node's API object is deleted,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_398.tmp,[sig-apps] ReplicationController   should surface a failure condition on a common issue like exceeded quota,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_399.tmp,[sig-scheduling] ResourceQuota   should verify ResourceQuota with terminating scopes.,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_400.tmp,[sig-storage] Projected   should be consumable from pods in volume with mappings [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_40.tmp,[sig-apps] CronJob   should not schedule new jobs when ForbidConcurrent [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_401.tmp,[sig-storage] Dynamic Provisioning [k8s.io] GlusterDynamicProvisioner   should create and delete persistent volumes [fast],,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_4.tmp,[k8s.io] EquivalenceCache [Serial]   validates pod affinity works properly when new replica pod is scheduled,,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_402.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl logs   should be able to retrieve and filter logs  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_403.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for client IP based session affinity: http,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_404.tmp,[sig-storage] Subpath [Volume type: gluster]   should support file as subpath,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_406.tmp,[sig-apps] ReplicaSet   should serve a basic image on each replica with a public image  [Conformance],Y,Y,Y,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,,Y
res_405.tmp,[sig-cli] Kubectl Port forwarding [k8s.io] With a server listening on 0.0.0.0 [k8s.io] that expects NO client request   should support a client that connects sends DATA and disconnects,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,Y,,,,,,Y
res_408.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for endpoint-Service: http,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_407.tmp,[sig-api-machinery] Garbage collector   should delete jobs and pods created by cronjob,,Y,Y,,,Y,Y,,,,Y,,,,,Y,,,Y,,,,,,,,Y
res_409.tmp,[k8s.io] Downward API [Serial] [Disruptive] Downward API tests for local ephemeral storage   should provide default limits.ephemeral-storage from node allocatable,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_410.tmp,[sig-storage] PersistentVolumes:vsphere   should test that deleting a PVC before the pod does not cause pod deletion to fail on vsphere volume detach,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_41.tmp,[sig-storage] Pod Disks schedule pods each with a PD delete pod and verify detach [Slow]   for read-only PD with pod delete grace period of "immediate (0s)",,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_413.tmp,[sig-storage] HostPath   should support r/w,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_414.tmp,[sig-network] Services   should use same NodePort with same port but different protocols,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_411.tmp,[sig-storage] PersistentVolumes-local  [Volume type: blockfs] Set fsGroup for local volume   should set fsGroup for one pod,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_412.tmp,[sig-storage] Subpath [Volume type: gluster]   should support readOnly file specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_415.tmp,[sig-storage] Subpath Atomic writer volumes   should support subpaths with projected pod,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_417.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl api-versions   should check if v1 is in available api versions  [Conformance],Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_416.tmp,[sig-network] Services   should preserve source pod IP for traffic thru service cluster IP,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_419.tmp,[sig-auth] PodSecurityPolicy   should allow pods under the privileged extensions.PodSecurityPolicy,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_42.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner   should not provision a volume in an unmanaged GCE zone.,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_418.tmp,[sig-network] ESIPP [Slow] [DisabledForLargeClusters]   should only target nodes with endpoints,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_420.tmp,[sig-storage] PersistentVolumes-local  [Volume type: gce-localssd-scsi-fs] [Serial] One pod requesting one prebound PVC   should be able to mount volume and read from pod1,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_421.tmp,[sig-storage] Projected   should be consumable from pods in volume with mappings as non-root [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_424.tmp,[sig-storage] PersistentVolumes-local  [Volume type: tmpfs] Two pods mounting a local volume at the same time   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_423.tmp,[sig-storage] PersistentVolumes-local  [Volume type: tmpfs] Set fsGroup for local volume   should set fsGroup for one pod,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_422.tmp,[sig-storage] PersistentVolumes GCEPD   should test that deleting the PV before the pod does not cause pod deletion to fail on PD detach,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_425.tmp,[sig-storage] Subpath [Volume type: hostPathSymlink]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_427.tmp,[k8s.io] Pods   should support remote command execution over websockets,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_426.tmp,[k8s.io] Variable Expansion   should allow composing env vars into new env vars  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_429.tmp,[sig-scheduling] Multi-AZ Clusters   should spread the pods of a replication controller across zones,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_428.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_43.tmp,[sig-storage] PersistentVolumes NFS with Single PV - PVC pairs   should create a non-pre-bound PV and PVC: test write access ,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_430.tmp,[sig-autoscaling] [HPA] Horizontal pod autoscaling (scale resource: CPU) [sig-autoscaling] ReplicationController light   Should scale from 1 pod to 2 pods,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_433.tmp,[k8s.io] Sysctls   should reject invalid sysctls,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,
res_431.tmp,[sig-apps] ReplicaSet   should surface a failure condition on a common issue like exceeded quota,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_434.tmp,[sig-storage] Subpath [Volume type: hostPath]   should support file as subpath,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_432.tmp,[sig-api-machinery] CustomResourceDefinition Watch CustomResourceDefinition Watch   watch on custom resource definition objects,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_436.tmp,[sig-instrumentation] MetricsGrabber   should grab all metrics from a Scheduler.,,Y,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,
res_435.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl run deployment   should create a deployment from an image  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_437.tmp,[sig-storage] Projected   should provide container's memory request [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_438.tmp,[sig-autoscaling] [HPA] Horizontal pod autoscaling (scale resource: CPU) [sig-autoscaling] [Serial] [Slow] ReplicaSet   Should scale from 5 pods to 3 pods and from 3 to 1,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_44.tmp,[k8s.io] Pods   should allow activeDeadlineSeconds to be updated  [Conformance],Y,Y,,,,Y,Y,,,,,,,,,,,,Y,,,,,Y,,,Y
res_439.tmp,[sig-storage] PersistentVolumes-local  Local volume that cannot be mounted [Slow]   should fail due to wrong node,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_440.tmp,[sig-storage] PersistentVolumes-local  StatefulSet with pod anti-affinity   should use volumes spread across nodes,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_441.tmp,[sig-storage] GenericPersistentVolume[Disruptive] When kubelet restarts   Should test that a volume mounted to a pod that is force deleted while the kubelet is down unmounts when the kubelet returns.,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_442.tmp,[sig-storage] PersistentVolumes-local  [Volume type: tmpfs] Set fsGroup for local volume   should set same fsGroup for two pods simultaneously,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_443.tmp,[sig-storage] Volume Placement   should create and delete pod with the same volume source attach/detach to different worker nodes,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_445.tmp,[sig-storage] Subpath [Volume type: nfs]   should support existing directory,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_447.tmp,[sig-storage] Projected   should be consumable in multiple volumes in a pod [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_448.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl run --rm job   should create a job from an image then delete the job  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,,Y
res_444.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link-bindmounted] Two pods mounting a local volume at the same time   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_446.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] Set fsGroup for local volume   should set fsGroup for one pod,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_449.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should support creating multiple subpath from same volumes [Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_450.tmp,[sig-storage] PersistentVolumes NFS with Single PV - PVC pairs   create a PVC and non-pre-bound PV: test write access,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_45.tmp,[sig-apps] DisruptionController   evictions: enough pods absolute => should allow an eviction,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,Y,,,,,,,Y
res_451.tmp,[sig-api-machinery] Namespaces [Serial]   should ensure that all pods are removed when a namespace is deleted.,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_453.tmp,[sig-scheduling] SchedulerPredicates [Serial]   validates that NodeAffinity is respected if not matching,,Y,,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_452.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should fail if subpath directory is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_454.tmp,[sig-storage] PersistentVolumes-local  Pod with node different from PV's NodeAffinity   should fail scheduling due to different NodeAffinity,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_456.tmp,[sig-storage] Volumes ConfigMap   should be mountable,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_457.tmp,[sig-storage] GCP Volumes NFSv4   should be mountable for NFSv4,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_455.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support restarting containers using file as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_459.tmp,[sig-storage] PersistentVolumes:vsphere   should test that a vspehre volume mounted to a pod that is deleted while the kubelet is down unmounts when the kubelet returns [Disruptive],,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_458.tmp,[sig-apps] Network Partition [Disruptive] [Slow] [k8s.io] [ReplicationController]   should eagerly create replacement pod during network partition when termination grace is non-zero,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_460.tmp,[sig-storage] Subpath [Volume type: hostPathSymlink]   should support readOnly directory specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_461.tmp,[sig-storage] PersistentVolumes-local  [Volume type: gce-localssd-scsi-fs] [Serial] One pod requesting one prebound PVC   should be able to mount volume and write from pod1,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_462.tmp,[sig-api-machinery] Secrets   should be consumable via the environment  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_46.tmp,[sig-apps] StatefulSet [k8s.io] Basic StatefulSet functionality [StatefulSetBasic]   Burst scaling should run to completion even with unhealthy pods [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_464.tmp,[sig-auth] PodSecurityPolicy   should enforce the restricted policy.PodSecurityPolicy,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_463.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should support file as subpath,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_466.tmp,[sig-storage] Projected   should be able to mount in a volume regardless of a different secret existing with same name in different namespace,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_465.tmp,[sig-network] DNS   should provide DNS for the cluster  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_467.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should update nodePort: http [Slow],,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_469.tmp,[k8s.io] KubeletManagedEtcHosts   should test kubelet managed /etc/hosts file  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_468.tmp,[sig-apps] Deployment   deployment should support rollback,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_47.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for endpoint-Service: udp,,Y,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_471.tmp,[sig-network] ESIPP [Slow] [DisabledForLargeClusters]   should work for type=NodePort,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_472.tmp,[sig-network] Services   should be able to change the type from NodePort to ExternalName,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_473.tmp,[sig-network] Firewall rule   should have correct firewall rules for e2e cluster,,Y,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,
res_474.tmp,[sig-storage] EmptyDir volumes   should support (non-root0666tmpfs) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_475.tmp,[sig-storage] PersistentVolumes-local  [Volume type: gce-localssd-scsi-fs] [Serial] Two pods mounting a local volume at the same time   should be able to write from pod1 and read from pod2,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_470.tmp,[sig-network] Service endpoints latency   should not be very high  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,,Y
res_477.tmp,[sig-storage] Projected   should be consumable from pods in volume as non-root with defaultMode and fsGroup set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_478.tmp,[sig-network] Network   should set TCP CLOSE_WAIT timeout,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_48.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl run pod   should create a pod from an image when restart is Never  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_479.tmp,[sig-instrumentation] Cluster level logging implemented by Stackdriver   should ingest events,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_481.tmp,[sig-api-machinery] Garbage collector   should keep the rc around until all its pods are deleted if the deleteOptions says so [Conformance],Y,Y,Y,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,,Y
res_482.tmp,[sig-apps] Job   should exceed active deadline,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_483.tmp,[sig-storage] Subpath [Volume type: hostPathSymlink]   should unmount if pod is gracefully deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_484.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should unmount if pod is gracefully deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
